fecha,mes,establecimiento,servicio,profesional,atenciones,meta,errores
2026-04-14,2026-04,C.S. Santa Clara,Nutrición,Luis Ramos,42,42,1
2026-04-14,2026-04,C.S. Fortaleza,Medicina,Luis Ramos,17,56,1
2026-04-14,2026-04,C.S. San Fernando,Medicina,Juan Pérez,12,36,1
2026-04-14,2026-04,C.S. Puruchuco,Psicología,Lucía Gómez,46,50,3
2026-04-15,2026-04,C.S. Santa Clara,Psicología,Rosa Quispe,33,39,3
2026-04-15,2026-04,C.S. Túpac Amaru,Nutrición,Juan Pérez,31,46,1
2026-04-15,2026-04,C.S. Santa Clara,CRED,Ana Torres,45,27,0
2026-04-15,2026-04,C.S. Santa Clara,CRED,Lucía Gómez,37,46,1
2026-04-15,2026-04,C.S. San Fernando,Inmunizaciones,Luis Ramos,28,25,0
2026-04-15,2026-04,C.S. Túpac Amaru,Inmunizaciones,Luis Ramos,22,26,0
2026-04-15,2026-04,C.S. San Fernando,Nutrición,Juan Pérez,48,34,2
2026-04-16,2026-04,C.S. Santa Clara,CRED,Rosa Quispe,25,29,1
2026-04-16,2026-04,C.S. Huaycán,CRED,Carlos Vega,44,58,1
2026-04-16,2026-04,C.S. Santa Clara,Psicología,Juan Pérez,43,31,3
2026-04-16,2026-04,C.S. Santa Clara,Inmunizaciones,Lucía Gómez,44,31,0
2026-04-16,2026-04,C.S. Puruchuco,CRED,Ana Torres,17,29,0
2026-04-16,2026-04,C.S. Puruchuco,CRED,Lucía Gómez,31,57,3
2026-04-16,2026-04,C.S. Horacio Zevallos,Odontología,Luis Ramos,43,50,0
2026-04-16,2026-04,C.S. Fortaleza,Psicología,Luis Ramos,50,45,3
2026-04-16,2026-04,C.S. San Fernando,Nutrición,Luis Ramos,23,40,0
2026-04-17,2026-04,C.S. Santa Clara,Odontología,Juan Pérez,50,54,1
2026-04-17,2026-04,C.S. San Fernando,Inmunizaciones,Carlos Vega,27,35,1
2026-04-17,2026-04,C.S. Fortaleza,Odontología,Luis Ramos,54,44,0
2026-04-17,2026-04,C.S. Horacio Zevallos,Nutrición,Carlos Vega,50,46,0
2026-04-17,2026-04,C.S. Santa Clara,Nutrición,Juan Pérez,45,36,0
2026-04-18,2026-04,C.S. Huaycán,Inmunizaciones,Luis Ramos,52,52,2
2026-04-18,2026-04,C.S. Puruchuco,Medicina,Rosa Quispe,28,36,0
2026-04-18,2026-04,C.S. Huaycán,Nutrición,Juan Pérez,18,42,0
2026-04-18,2026-04,C.S. Horacio Zevallos,Medicina,Ana Torres,11,50,1
2026-04-18,2026-04,C.S. Santa Clara,Nutrición,Luis Ramos,40,31,0
2026-04-18,2026-04,C.S. Santa Clara,Psicología,Juan Pérez,16,28,0
2026-04-18,2026-04,C.S. Fortaleza,Nutrición,Luis Ramos,54,33,0
2026-04-18,2026-04,C.S. Santa Clara,CRED,Carlos Vega,49,25,2
2026-04-19,2026-04,C.S. Fortaleza,Odontología,Luis Ramos,28,26,2
2026-04-19,2026-04,C.S. San Fernando,Inmunizaciones,Carlos Vega,51,46,0
2026-04-19,2026-04,C.S. Fortaleza,Inmunizaciones,Juan Pérez,13,46,3
2026-04-19,2026-04,C.S. San Fernando,Nutrición,Rosa Quispe,24,54,3
2026-04-19,2026-04,C.S. Fortaleza,Medicina,Luis Ramos,44,45,0
2026-04-19,2026-04,C.S. San Fernando,Nutrición,Lucía Gómez,54,46,0
2026-04-20,2026-04,C.S. Fortaleza,Odontología,Ana Torres,17,58,3
2026-04-20,2026-04,C.S. Puruchuco,Medicina,Luis Ramos,31,52,0
2026-04-20,2026-04,C.S. Túpac Amaru,Psicología,Carlos Vega,43,34,2
2026-04-20,2026-04,C.S. Túpac Amaru,Nutrición,Luis Ramos,22,41,3
2026-04-21,2026-04,C.S. San Fernando,Medicina,Lucía Gómez,27,60,2
2026-04-21,2026-04,C.S. San Fernando,Nutrición,Luis Ramos,31,58,1
2026-04-21,2026-04,C.S. Huaycán,Odontología,Luis Ramos,8,60,1
2026-04-21,2026-04,C.S. Fortaleza,Psicología,Luis Ramos,17,39,1
2026-04-21,2026-04,C.S. Puruchuco,Medicina,Juan Pérez,47,33,0
2026-04-21,2026-04,C.S. Fortaleza,Nutrición,Carlos Vega,21,60,3
2026-04-21,2026-04,C.S. Santa Clara,CRED,Carlos Vega,31,34,0
2026-04-21,2026-04,C.S. Puruchuco,Psicología,Ana Torres,41,26,0
2026-04-21,2026-04,C.S. Puruchuco,Psicología,Ana Torres,36,56,0
2026-04-22,2026-04,C.S. Huaycán,Inmunizaciones,Rosa Quispe,21,45,3
2026-04-22,2026-04,C.S. Fortaleza,Medicina,Lucía Gómez,54,25,0
2026-04-22,2026-04,C.S. Puruchuco,Psicología,Rosa Quispe,51,47,0
2026-04-22,2026-04,C.S. Santa Clara,Nutrición,Rosa Quispe,34,49,2
2026-04-22,2026-04,C.S. Horacio Zevallos,Odontología,Juan Pérez,24,26,0
2026-04-22,2026-04,C.S. Horacio Zevallos,Inmunizaciones,Ana Torres,22,47,0
2026-04-22,2026-04,C.S. Huaycán,Inmunizaciones,Lucía Gómez,25,44,1
2026-04-22,2026-04,C.S. Santa Clara,Nutrición,Ana Torres,38,42,3
2026-04-22,2026-04,C.S. Santa Clara,CRED,Luis Ramos,13,46,0
2026-04-23,2026-04,C.S. Puruchuco,Odontología,Ana Torres,28,53,0
2026-04-23,2026-04,C.S. Túpac Amaru,Medicina,Ana Torres,55,48,0
2026-04-23,2026-04,C.S. Puruchuco,Inmunizaciones,Ana Torres,35,33,0
2026-04-23,2026-04,C.S. Horacio Zevallos,Medicina,Juan Pérez,17,25,0
2026-04-23,2026-04,C.S. Huaycán,Odontología,Carlos Vega,55,47,0
2026-04-23,2026-04,C.S. Puruchuco,Odontología,Rosa Quispe,51,50,0
2026-04-23,2026-04,C.S. San Fernando,CRED,Lucía Gómez,50,50,0
2026-04-24,2026-04,C.S. Túpac Amaru,Odontología,Ana Torres,48,25,0
2026-04-24,2026-04,C.S. Santa Clara,Nutrición,Carlos Vega,22,52,2
2026-04-24,2026-04,C.S. Fortaleza,Psicología,Juan Pérez,11,45,0
2026-04-24,2026-04,C.S. Fortaleza,Medicina,Rosa Quispe,16,58,1
2026-04-25,2026-04,C.S. Santa Clara,Odontología,Lucía Gómez,42,34,2
2026-04-25,2026-04,C.S. Horacio Zevallos,Nutrición,Carlos Vega,15,58,0
2026-04-25,2026-04,C.S. Puruchuco,Inmunizaciones,Juan Pérez,30,38,3
2026-04-25,2026-04,C.S. Santa Clara,Psicología,Juan Pérez,25,36,0
2026-04-26,2026-04,C.S. Huaycán,Medicina,Juan Pérez,20,57,0
2026-04-26,2026-04,C.S. San Fernando,Nutrición,Luis Ramos,25,25,0
2026-04-26,2026-04,C.S. Horacio Zevallos,Medicina,Lucía Gómez,37,59,0
2026-04-26,2026-04,C.S. Túpac Amaru,CRED,Lucía Gómez,34,42,1
2026-04-26,2026-04,C.S. San Fernando,CRED,Carlos Vega,34,49,0
2026-04-26,2026-04,C.S. San Fernando,Inmunizaciones,Rosa Quispe,17,25,0
2026-04-27,2026-04,C.S. Túpac Amaru,CRED,Lucía Gómez,47,49,0
2026-04-27,2026-04,C.S. Puruchuco,Odontología,Lucía Gómez,15,30,3
2026-04-27,2026-04,C.S. Túpac Amaru,Medicina,Lucía Gómez,11,50,2
2026-04-27,2026-04,C.S. Túpac Amaru,CRED,Lucía Gómez,49,53,1
2026-04-27,2026-04,C.S. Horacio Zevallos,CRED,Rosa Quispe,44,25,1
2026-04-27,2026-04,C.S. Horacio Zevallos,Psicología,Rosa Quispe,40,46,1
2026-04-27,2026-04,C.S. Túpac Amaru,Inmunizaciones,Ana Torres,48,49,0
2026-04-27,2026-04,C.S. Horacio Zevallos,Medicina,Rosa Quispe,41,42,1
2026-04-28,2026-04,C.S. Horacio Zevallos,CRED,Juan Pérez,48,59,2
2026-04-28,2026-04,C.S. Santa Clara,Nutrición,Luis Ramos,24,55,3
2026-04-28,2026-04,C.S. Horacio Zevallos,CRED,Carlos Vega,45,55,1
2026-04-28,2026-04,C.S. Santa Clara,Odontología,Juan Pérez,41,48,1
2026-04-28,2026-04,C.S. Santa Clara,Nutrición,Ana Torres,31,40,2
2026-04-28,2026-04,C.S. Santa Clara,Odontología,Lucía Gómez,37,36,2
2026-04-28,2026-04,C.S. Puruchuco,Psicología,Juan Pérez,28,49,0
2026-04-28,2026-04,C.S. Puruchuco,Inmunizaciones,Juan Pérez,34,34,2
2026-04-28,2026-04,C.S. Huaycán,Inmunizaciones,Juan Pérez,31,47,2
2026-04-29,2026-04,C.S. Túpac Amaru,CRED,Rosa Quispe,50,30,0
2026-04-29,2026-04,C.S. San Fernando,CRED,Rosa Quispe,52,32,1
2026-04-29,2026-04,C.S. Horacio Zevallos,Inmunizaciones,Lucía Gómez,19,58,0
2026-04-29,2026-04,C.S. Fortaleza,Psicología,Ana Torres,31,56,1
2026-04-29,2026-04,C.S. Horacio Zevallos,Odontología,Carlos Vega,31,58,0
2026-04-29,2026-04,C.S. Puruchuco,Inmunizaciones,Luis Ramos,9,60,0
2026-04-29,2026-04,C.S. Fortaleza,Nutrición,Luis Ramos,11,36,0
2026-04-29,2026-04,C.S. Horacio Zevallos,Nutrición,Luis Ramos,28,41,0
2026-04-30,2026-04,C.S. Puruchuco,Inmunizaciones,Juan Pérez,41,56,3
2026-04-30,2026-04,C.S. Fortaleza,Odontología,Ana Torres,35,43,1
2026-04-30,2026-04,C.S. Puruchuco,CRED,Juan Pérez,53,53,1
2026-04-30,2026-04,C.S. Huaycán,Medicina,Lucía Gómez,26,51,1
2026-04-30,2026-04,C.S. Horacio Zevallos,Nutrición,Luis Ramos,30,40,1
2026-04-30,2026-04,C.S. Puruchuco,Nutrición,Ana Torres,47,37,3
